2023-02-14T12:55:27+05:30,35.39005,19.77431
2023-02-14T12:56:04+05:30,35.55093,19.81721
2023-02-14T12:56:41+05:30,35.67963,19.86011
2023-02-14T12:57:18+05:30,35.80833,19.90301
2023-02-14T12:57:55+05:30,35.9692,19.93518
2023-02-14T12:58:32+05:30,36.16225,19.97808
2023-02-14T12:59:09+05:30,36.33386,20.02098
2023-02-14T12:59:46+05:30,36.51619,20.05316
2023-02-14T13:00:23+05:30,36.65561,20.09606
2023-02-14T13:01:00+05:30,36.78431,20.12823
2023-02-14T13:01:37+05:30,36.93446,20.17113
2023-02-14T13:02:14+05:30,37.03099,20.21404
2023-02-14T13:02:54+05:30,37.11679,20.26766
2023-02-14T13:03:31+05:30,37.24549,20.29984
2023-02-14T13:04:11+05:30,37.39564,20.29984
2023-02-14T13:04:48+05:30,37.53507,20.32129
2023-02-14T13:05:28+05:30,37.65305,20.33201
2023-02-14T13:06:05+05:30,37.79247,20.41781
2023-02-14T13:06:46+05:30,37.9319,20.46071
2023-02-14T13:07:24+05:30,38.04987,20.50361
2023-02-14T13:08:04+05:30,38.16785,20.53579
2023-02-14T13:08:41+05:30,38.21075,20.57869
2023-02-14T13:09:18+05:30,38.22147,20.61086
2023-02-14T13:09:55+05:30,38.22147,20.65376
2023-02-14T13:10:32+05:30,38.24292,20.68594
2023-02-14T13:11:09+05:30,38.28582,20.71811
2023-02-14T13:11:46+05:30,38.33945,20.76101
2023-02-14T13:12:23+05:30,38.38235,20.78246
2023-02-14T13:13:01+05:30,38.42525,20.81464
2023-02-14T13:13:38+05:30,38.4467,20.84682
2023-02-14T13:14:15+05:30,38.46815,20.86827
2023-02-14T13:14:52+05:30,38.46815,20.90044
2023-02-14T13:15:29+05:30,38.45743,20.93262
2023-02-14T13:16:07+05:30,38.4467,20.95407
2023-02-14T13:16:48+05:30,38.43598,20.98624
2023-02-14T13:17:25+05:30,38.41453,21.02914
2023-02-14T13:18:02+05:30,38.41453,21.06132
2023-02-14T13:18:39+05:30,38.35017,21.09349
2023-02-14T13:19:16+05:30,38.25365,21.11494
2023-02-14T13:19:53+05:30,38.15712,21.13639
2023-02-14T13:20:30+05:30,38.04987,21.15784
2023-02-14T13:21:07+05:30,37.9319,21.17929
2023-02-14T13:21:44+05:30,37.82465,21.19002
2023-02-14T13:22:21+05:30,37.73885,21.22219
2023-02-14T13:23:01+05:30,37.66377,21.24364
2023-02-14T13:23:41+05:30,37.59942,21.25437
2023-02-14T13:24:18+05:30,37.52434,21.27582
2023-02-14T13:24:55+05:30,37.43854,21.29727
2023-02-14T13:25:32+05:30,37.32057,21.31872
2023-02-14T13:26:09+05:30,37.23476,21.34017
2023-02-14T13:26:46+05:30,37.14896,21.36162
2023-02-14T13:27:23+05:30,37.09534,21.38307
2023-02-14T13:28:00+05:30,37.00954,21.40452
2023-02-14T13:28:37+05:30,36.92374,21.42597
2023-02-14T13:29:20+05:30,36.81649,21.4367
2023-02-14T13:29:57+05:30,36.73069,21.44742
2023-02-14T13:30:34+05:30,36.64489,21.46887
2023-02-14T13:31:52+05:30,36.40893,21.50105
2023-02-14T13:32:30+05:30,36.31241,21.5225
2023-02-14T13:33:06+05:30,36.21588,21.53322
2023-02-14T13:33:43+05:30,36.20515,21.55467
2023-02-14T13:34:21+05:30,36.1408,21.57612
2023-02-14T13:35:01+05:30,36.11935,21.59757
2023-02-14T13:35:38+05:30,36.0979,21.61902
2023-02-14T13:36:15+05:30,36.0979,21.6512
2023-02-14T13:36:52+05:30,36.07645,21.66192
2023-02-14T13:37:32+05:30,36.03355,21.68337
2023-02-14T13:38:12+05:30,35.94775,21.6941
2023-02-14T13:38:49+05:30,35.85123,21.70482
2023-02-14T13:39:26+05:30,35.77615,21.71555
2023-02-14T13:40:03+05:30,35.70108,21.71555
2023-02-14T13:40:40+05:30,35.626,21.72627
2023-02-14T13:41:18+05:30,35.5402,21.72627
2023-02-14T13:41:55+05:30,35.44368,21.72627
2023-02-14T13:42:32+05:30,35.3686,21.74772
2023-02-14T13:43:09+05:30,35.30425,21.75845
2023-02-14T13:43:46+05:30,35.22917,21.76917
2023-02-14T13:44:23+05:30,35.1541,21.79062
2023-02-14T13:45:00+05:30,35.05757,21.80135
2023-02-14T13:45:37+05:30,34.98249,21.80135
2023-02-14T13:46:14+05:30,34.90742,21.81207
2023-02-14T13:46:51+05:30,34.84307,21.8228
2023-02-14T13:47:28+05:30,34.75727,21.8228
2023-02-14T13:48:08+05:30,34.66074,21.83352
2023-02-14T13:48:45+05:30,34.59639,21.84425
2023-02-14T13:49:22+05:30,34.53204,21.84425
2023-02-14T13:49:59+05:30,34.49987,21.85497
2023-02-14T13:50:36+05:30,34.48914,21.87643
2023-02-14T13:51:13+05:30,34.51059,21.88715
2023-02-14T13:51:50+05:30,34.57494,21.9086
2023-02-14T13:52:27+05:30,34.70364,21.91933
2023-02-14T13:53:04+05:30,34.87524,21.94078
2023-02-14T13:53:44+05:30,35.03612,21.96223
2023-02-14T13:54:23+05:30,35.21845,21.98368
2023-02-14T13:55:00+05:30,35.37932,22.00513
2023-02-14T13:55:37+05:30,35.5402,22.02658
2023-02-14T13:56:14+05:30,35.67963,22.04803
2023-02-14T13:56:51+05:30,35.81905,22.06948
2023-02-14T13:57:29+05:30,35.9263,22.10165
2023-02-14T13:58:06+05:30,36.0121,22.1231
2023-02-14T13:58:43+05:30,36.06573,22.14455
2023-02-14T13:59:20+05:30,36.07645,22.15528
2023-02-14T13:59:57+05:30,36.06573,22.17673
2023-02-14T14:00:36+05:30,36.055,22.17673
2023-02-14T14:01:13+05:30,36.055,22.17673
2023-02-14T14:01:50+05:30,36.06573,22.19818
2023-02-14T14:02:27+05:30,36.11935,22.21963
2023-02-14T14:03:04+05:30,36.21588,22.2518
2023-02-14T14:03:41+05:30,36.33386,22.26253
2023-02-14T14:04:18+05:30,36.48401,22.28398
2023-02-14T14:04:55+05:30,36.59126,22.30543
2023-02-14T14:05:32+05:30,36.67706,22.32688
2023-02-14T14:06:10+05:30,36.79504,22.3376
2023-02-14T14:06:46+05:30,36.91301,22.35905
2023-02-14T14:07:24+05:30,37.00954,22.36978
2023-02-14T14:08:01+05:30,37.10606,22.3805
2023-02-14T14:08:38+05:30,37.15969,22.39123
2023-02-14T14:09:18+05:30,37.17041,22.41268
2023-02-14T14:09:55+05:30,37.13824,22.42341
2023-02-14T14:10:32+05:30,37.15969,22.44486
2023-02-14T14:11:09+05:30,37.23476,22.45558
2023-02-14T14:11:49+05:30,37.28839,22.47703
2023-02-14T14:12:26+05:30,37.34202,22.48776
2023-02-14T14:13:04+05:30,37.41709,22.50921
2023-02-14T14:13:44+05:30,37.47072,22.53066
2023-02-14T14:14:21+05:30,37.54579,22.56283
2023-02-14T14:14:58+05:30,37.62087,22.57356
2023-02-14T14:15:35+05:30,37.65305,22.60573
2023-02-14T14:16:12+05:30,37.66377,22.62718
2023-02-14T14:16:49+05:30,37.68522,22.63791
2023-02-14T14:17:26+05:30,37.7174,22.65936
2023-02-14T14:18:03+05:30,37.7603,22.68081
2023-02-14T14:18:40+05:30,37.8032,22.69153
2023-02-14T14:19:17+05:30,37.86755,22.71298
2023-02-14T14:19:54+05:30,37.91045,22.72371
2023-02-14T14:20:31+05:30,37.96407,22.74516
2023-02-14T14:21:08+05:30,38.0177,22.76661
2023-02-14T14:21:45+05:30,38.04987,22.78806
2023-02-14T14:22:22+05:30,38.09277,22.79878
2023-02-14T14:22:59+05:30,38.1035,22.82023
2023-02-14T14:23:36+05:30,38.11422,22.84168
2023-02-14T14:24:13+05:30,38.09277,22.87386
2023-02-14T14:24:50+05:30,38.0606,22.88458
2023-02-14T14:25:28+05:30,38.04987,22.89531
2023-02-14T14:26:07+05:30,38.00697,22.91676
2023-02-14T14:26:44+05:30,37.95335,22.92748
2023-02-14T14:27:21+05:30,37.95335,22.95966
2023-02-14T14:27:58+05:30,37.94262,22.97039
2023-02-14T14:28:36+05:30,37.94262,23.00256
2023-02-14T14:29:13+05:30,37.9748,23.02401
2023-02-14T14:29:50+05:30,38.00697,23.04546
2023-02-14T14:30:30+05:30,38.00697,23.06691
2023-02-14T14:31:07+05:30,38.0177,23.09909
2023-02-14T14:31:44+05:30,38.03915,23.13126
2023-02-14T14:32:21+05:30,38.03915,23.13126
2023-02-14T14:32:59+05:30,38.0606,23.13126
2023-02-14T14:33:37+05:30,38.1035,23.17416
2023-02-14T14:34:14+05:30,38.13567,23.19561
2023-02-14T14:34:51+05:30,38.17857,23.21706
2023-02-14T14:35:30+05:30,38.16785,23.23851
2023-02-14T14:36:07+05:30,38.13567,23.25996
2023-02-14T14:36:44+05:30,38.1035,23.29214
2023-02-14T14:37:21+05:30,38.12495,23.30286
2023-02-14T14:37:58+05:30,38.1464,23.33504
2023-02-14T14:38:35+05:30,38.1464,23.35649
2023-02-14T14:39:12+05:30,38.1464,23.37794
2023-02-14T14:39:49+05:30,38.15712,23.39939
2023-02-14T14:40:29+05:30,38.1893,23.42084
2023-02-14T14:41:06+05:30,38.24292,23.43156
2023-02-14T14:41:44+05:30,38.29655,23.46374
2023-02-14T14:42:24+05:30,38.33945,23.49592
2023-02-14T14:43:01+05:30,38.38235,23.51737
2023-02-14T14:43:38+05:30,38.42525,23.52809
2023-02-14T14:44:15+05:30,38.4467,23.54954
2023-02-14T14:44:52+05:30,38.43598,23.57099
2023-02-14T14:45:29+05:30,38.16785,23.58172
2023-02-14T14:46:07+05:30,37.42782,23.52809
2023-02-14T14:46:50+05:30,36.20515,23.41011
2023-02-14T14:47:28+05:30,35.03612,23.32431
2023-02-14T14:48:05+05:30,33.90998,23.22779
2023-02-14T14:48:42+05:30,32.86965,23.13126
2023-02-14T14:49:19+05:30,31.92584,23.04546
2023-02-14T14:49:56+05:30,31.05711,22.97039
2023-02-14T14:50:33+05:30,30.35998,22.89531
2023-02-14T14:51:10+05:30,29.70575,22.85241
2023-02-14T14:51:47+05:30,29.13732,22.83096
2023-02-14T14:52:25+05:30,28.65469,22.79878
2023-02-14T14:53:02+05:30,28.26858,22.74516
2023-02-14T14:53:39+05:30,27.91466,22.69153
2023-02-14T14:54:16+05:30,27.55,22.63791
2023-02-14T14:54:53+05:30,27.27115,22.59501
2023-02-14T14:55:30+05:30,26.98157,22.56283
2023-02-14T14:56:07+05:30,26.71345,22.55211
2023-02-14T14:56:45+05:30,26.45604,22.53066
2023-02-14T14:57:22+05:30,26.27372,22.49848
2023-02-14T14:57:59+05:30,26.12356,22.47703
2023-02-14T14:58:39+05:30,25.95196,22.44486
2023-02-14T14:59:16+05:30,25.78036,22.41268
2023-02-14T14:59:54+05:30,25.59803,22.39123
2023-02-14T15:00:31+05:30,25.40498,22.35905
